wos_subject,ds_subject,mag_subject,count
Surgery,Biological Sciences,Medicine,1
,Earth Sciences;Engineering,Computer science,1
"Computer Science, Software Engineering",Information and Computing Sciences,Economics,1
Mining & Mineral Processing,,Mathematics,1
Business,Information and Computing Sciences,Sociology,1
"Computer Science, Interdisciplinary Applications",Economics;Information and Computing Sciences;Mathematical Sciences,,1
,Information and Computing Sciences,Geography; Sociology,1
Virology,,,1
Statistics & Probability,,Psychology,1
"Geography, Physical",Technology,Engineering,1
"Computer Science, Information Systems",Economics;Mathematical Sciences,Mathematics,1
"Engineering, Multidisciplinary",Engineering;Information and Computing Sciences,Geography,1
Acoustics,Engineering;Information and Computing Sciences,,1
Religion,,Art,1
Construction & Building Technology,Economics,Materials science,1
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences;Medical and Health Sciences,,1
Clinical Neurology,Medical and Health Sciences;Physical Sciences,,1
Cell & Tissue Engineering,Medical and Health Sciences,Engineering,1
Neurosciences,Information and Computing Sciences,Mathematics,1
"Engineering, Multidisciplinary",Biological Sciences,Mathematics,1
"Physics, Applied",,Geology,1
"Mathematics, Applied",,Environmental science,1
Ophthalmology,Engineering,,1
History,Information and Computing Sciences,Computer science,1
Biochemical Research Methods,Biological Sciences;Mathematical Sciences,Engineering,1
Primary Health Care,,Psychology,1
Health Care Sciences & Services,Technology,Engineering,1
Telecommunications,Mathematical Sciences,Mathematics,1
Geology,,Business,1
Multidisciplinary Sciences,Engineering;Information and Computing Sciences;Medical and Health Sciences,Medicine,1
Demography,Economics,,1
Automation & Control Systems,Engineering;Information and Computing Sciences;Physical Sciences,,1
Mathematical & Computational Biology,Engineering;Information and Computing Sciences,Mathematics,1
Emergency Medicine,Engineering;Information and Computing Sciences,Medicine,1
Business,Economics,Sociology,1
Oncology,Physical Sciences,,1
"Materials Science, Textiles",Engineering;Technology,,1
Multidisciplinary Sciences,Engineering,Geology,1
Law,Economics,,1
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences,Environmental science,1
"Dentistry, Oral Surgery & Medicine",Engineering,Mathematics,1
Multidisciplinary Sciences,Mathematical Sciences;Medical and Health Sciences,Computer science,1
"Mathematics, Applied",Technology,,1
Urology & Nephrology,Engineering;Information and Computing Sciences,Computer science,1
Gastroenterology & Hepatology,Biological Sciences,,1
Robotics,Mathematical Sciences,Materials science,1
Telecommunications,Economics,Computer science,1
Geography,Information and Computing Sciences,Economics,1
Neuroimaging,Engineering;Medical and Health Sciences,Medicine,1
,Earth Sciences;Mathematical Sciences,Mathematics,1
"Physics, Mathematical",,Medicine,1
"Physics, Applied",Economics,Engineering,1
Energy & Fuels,Mathematical Sciences,Materials science,1
Microscopy,,Mathematics,1
"Computer Science, Information Systems",Medical and Health Sciences,Art,1
"Computer Science, Interdisciplinary Applications",Biological Sciences,Mathematics,1
"Medicine, General & Internal",Mathematical Sciences,,1
Energy & Fuels,Earth Sciences,,1
Entomology,Biological Sciences,,1
,Biological Sciences,Political science,1
"Computer Science, Artificial Intelligence",Engineering;Medical and Health Sciences,Physics,1
Philosophy,Mathematical Sciences,Philosophy,1
Automation & Control Systems,Biological Sciences;Information and Computing Sciences,Engineering,1
Language & Linguistics,Economics,Sociology,1
Biochemistry & Molecular Biology,Technology,Biology,1
Astronomy & Astrophysics,Engineering;Information and Computing Sciences,Computer science,1
"Engineering, Industrial",Biological Sciences;Mathematical Sciences,Engineering,1
Mining & Mineral Processing,Biological Sciences,Engineering,1
"Computer Science, Cybernetics",Engineering;Information and Computing Sciences;Medical and Health Sciences;Physical Sciences,Computer science,1
"Medicine, Research & Experimental",Information and Computing Sciences,,1
"Physics, Applied",Information and Computing Sciences,Medicine,1
Microscopy,Biological Sciences,Chemistry,1
Nursing,,Engineering,1
"Computer Science, Hardware & Architecture",Information and Computing Sciences,Business,1
Cell & Tissue Engineering,Mathematical Sciences,Medicine,1
"Chemistry, Physical",Engineering;Physical Sciences,Computer science,1
Area Studies,Engineering,History,1
"Geography, Physical",Engineering;Physical Sciences,Engineering,1
Agronomy,Engineering;Information and Computing Sciences,Geography,1
Nanoscience & Nanotechnology,Engineering,Chemistry,1
"Engineering, Mechanical",Engineering;Mathematical Sciences,Physics,1
"Hospitality, Leisure, Sport & Tourism",Information and Computing Sciences,Engineering,1
"Engineering, Civil",Technology,Computer science,1
Cardiac & Cardiovascular Systems,Engineering,Mathematics,1
"Social Sciences, Mathematical Methods",Information and Computing Sciences;Mathematical Sciences,Mathematics,1
Acoustics,Information and Computing Sciences;Medical and Health Sciences,Computer science,1
"Engineering, Electrical & Electronic",Mathematical Sciences,Psychology,1
Telecommunications,Information and Computing Sciences,Psychology,1
Criminology & Penology,Engineering,Psychology,1
"Mathematics, Applied",Information and Computing Sciences,Medicine,1
"Medicine, Research & Experimental",Economics,Medicine,1
"Geosciences, Multidisciplinary",Engineering;Information and Computing Sciences;Physical Sciences,Computer science,1
"Engineering, Electrical & Electronic",Mathematical Sciences;Technology,Mathematics,1
"Radiology, Nuclear Medicine & Medical Imaging",Engineering;Medical and Health Sciences,Medicine,1
Pathology,Biological Sciences,Biology,1
Geochemistry & Geophysics,Earth Sciences,Philosophy,1
Clinical Neurology,Medical and Health Sciences;Physical Sciences,Medicine,1
"Computer Science, Interdisciplinary Applications",Engineering;Information and Computing Sciences,Geography,1
"Computer Science, Software Engineering",Physical Sciences,Medicine,1
Endocrinology & Metabolism,Information and Computing Sciences;Mathematical Sciences,Medicine,1
Energy & Fuels,Information and Computing Sciences,Economics,1
Thermodynamics,Engineering,Psychology,1
Ergonomics,Engineering,Psychology,1
Microscopy,Physical Sciences,Computer science,1
"Materials Science, Coatings & Films",Information and Computing Sciences,Geography,1
Marine & Freshwater Biology,Information and Computing Sciences,Biology,1
"Engineering, Electrical & Electronic",Information and Computing Sciences;Technology,Mathematics,1
"Engineering, Electrical & Electronic",Engineering;Information and Computing Sciences;Technology,Mathematics,1
Cell & Tissue Engineering,Information and Computing Sciences,Computer science,1
Soil Science,,Environmental science,1
Energy & Fuels,Medical and Health Sciences,Medicine,1
Forestry,Engineering,Geography,1
Oncology,Economics,Mathematics,1
Geochemistry & Geophysics,Engineering;Information and Computing Sciences,Physics,1
"Psychology, Biological",,Medicine,1
"Computer Science, Software Engineering",Engineering,Medicine,1
Acoustics,Engineering,Psychology,1
Mechanics,Mathematical Sciences,Computer science,1
Agricultural Economics & Policy,Economics,Computer science,1
"Engineering, Electrical & Electronic",Engineering;Information and Computing Sciences,Sociology,1
Nanoscience & Nanotechnology,Engineering,Medicine,1
Substance Abuse,Medical and Health Sciences,Medicine,1
Multidisciplinary Sciences,Biological Sciences;Medical and Health Sciences,Medicine,1
Rheumatology,Engineering;Physical Sciences,Medicine,1
"Engineering, Manufacturing",,Economics,1
"Radiology, Nuclear Medicine & Medical Imaging",Economics,Medicine,1
Biology,Information and Computing Sciences;Physical Sciences,Computer science,1
"Engineering, Environmental",Engineering;Mathematical Sciences,Engineering,1
"Engineering, Civil",Information and Computing Sciences,Psychology,1
"Computer Science, Theory & Methods",Economics,Psychology,1
Biotechnology & Applied Microbiology,Medical and Health Sciences,Biology; Sociology,1
Robotics,Information and Computing Sciences,Chemistry,1
Environmental Sciences,Economics,Environmental science,1
Neurosciences,Information and Computing Sciences;Medical and Health Sciences,Psychology,1
Health Policy & Services,,Political science,1
"Geography, Physical",Mathematical Sciences,,1
Operations Research & Management Science,,Geography,1
"Medicine, General & Internal",Medical and Health Sciences,Computer science,1
"Agriculture, Dairy & Animal Science",,Computer science,1
"Dentistry, Oral Surgery & Medicine",Engineering;Physical Sciences,Materials science,1
"Chemistry, Analytical",Technology,,1
Critical Care Medicine,Engineering,Medicine,1
"Computer Science, Artificial Intelligence",Earth Sciences,,1
"Engineering, Biomedical",Biological Sciences;Engineering,Medicine,1
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,,Geography,1
Law,Information and Computing Sciences,Business,1
Archaeology,Engineering;Information and Computing Sciences,Geology,1
"Chemistry, Analytical",Medical and Health Sciences,,1
"Materials Science, Biomaterials",,Chemistry,1
Anthropology,Medical and Health Sciences,,1
,,History; Psychology,1
Literary Theory & Criticism,,Mathematics,1
"Education, Scientific Disciplines",Engineering;Information and Computing Sciences,Materials science,1
"Computer Science, Information Systems",Information and Computing Sciences;Physical Sciences,Physics,1
Optics,,Art,1
"Computer Science, Hardware & Architecture",Biological Sciences,Mathematics,1
Developmental Biology,Medical and Health Sciences,Computer science,1
Criminology & Penology,Engineering,,1
"Engineering, Manufacturing",,Business,1
History,,Engineering,1
Construction & Building Technology,,Business,1
"Engineering, Biomedical",Economics,,1
Medical Informatics,Biological Sciences,Computer science,1
"Materials Science, Multidisciplinary",Information and Computing Sciences,Environmental science,1
Linguistics,,Medicine,1
Medieval & Renaissance Studies,,Mathematics,1
"Social Sciences, Biomedical",Information and Computing Sciences,Psychology,1
"Engineering, Civil",Information and Computing Sciences,Business,1
,Technology,Art,1
"Engineering, Biomedical",Engineering;Information and Computing Sciences,Materials science,1
Acoustics,Engineering;Information and Computing Sciences;Technology,Engineering,1
Sport Sciences,Information and Computing Sciences,,1
Neurosciences,Information and Computing Sciences;Mathematical Sciences,Computer science,1
"Computer Science, Software Engineering",Medical and Health Sciences,Medicine,1
Transportation,Engineering,,1
Environmental Sciences,Economics,,1
Instruments & Instrumentation,Technology,,1
Biophysics,,Materials science,1
Developmental Biology,Biological Sciences,,1
Mathematics,Mathematical Sciences,Philosophy,1
"Engineering, Biomedical",Information and Computing Sciences;Physical Sciences,,1
"Computer Science, Artificial Intelligence",Information and Computing Sciences;Physical Sciences,,1
Management,,Environmental science,1
"Engineering, Biomedical",Information and Computing Sciences;Physical Sciences,Engineering,1
"Computer Science, Theory & Methods",Physical Sciences,Medicine,1
"Engineering, Chemical",Economics,Materials science,1
Archaeology,Mathematical Sciences,Art,1
"Chemistry, Multidisciplinary",Economics,Materials science,1
Biology,,Geology,1
Transportation Science & Technology,Information and Computing Sciences;Mathematical Sciences,Computer science,1
Information Science & Library Science,Biological Sciences,Computer science,1
,Engineering;Medical and Health Sciences;Physical Sciences,Biology,1
,Engineering;Information and Computing Sciences;Mathematical Sciences,Geography,1
History Of Social Sciences,,Political science,1
Limnology,,,1
Biochemical Research Methods,Technology,Medicine,1
Agricultural Economics & Policy,Engineering,Environmental science,1
Green & Sustainable Science & Technology,Biological Sciences,Engineering,1
Art,Medical and Health Sciences,Art,1
Geography,Engineering,Psychology,1
"Chemistry, Physical",Information and Computing Sciences,,1
Nuclear Science & Technology,Engineering;Information and Computing Sciences,Physics,1
"Computer Science, Hardware & Architecture",Medical and Health Sciences,Psychology,1
,Biological Sciences;Information and Computing Sciences;Mathematical Sciences,Engineering,1
"Education, Scientific Disciplines",Information and Computing Sciences;Mathematical Sciences,Computer science,1
Literary Theory & Criticism,,Geography,1
Environmental Sciences,Economics,Geography,1
"Computer Science, Interdisciplinary Applications",Engineering;Information and Computing Sciences;Medical and Health Sciences,Computer science,1
"Computer Science, Theory & Methods",Biological Sciences,Materials science,1
"Agriculture, Multidisciplinary",Economics,Geography,1
Ophthalmology,Information and Computing Sciences,Physics,1
Remote Sensing,Physical Sciences,Computer science,1
"Materials Science, Characterization & Testing",,Chemistry,1
"Engineering, Multidisciplinary",Mathematical Sciences,Environmental science,1
Mathematics,Engineering;Information and Computing Sciences,Computer science,1
"Engineering, Ocean",Mathematical Sciences,Engineering,1
"Computer Science, Cybernetics",Technology,Engineering,1
"Engineering, Electrical & Electronic",Information and Computing Sciences;Medical and Health Sciences,Physics,1
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences;Mathematical Sciences,Geography,1
Ergonomics,Engineering,Computer science,1
"Agriculture, Multidisciplinary",Engineering,Mathematics,1
"Computer Science, Interdisciplinary Applications",Economics;Information and Computing Sciences,Business,1
"Agriculture, Multidisciplinary",Biological Sciences,Mathematics,1
"Chemistry, Multidisciplinary",Engineering;Medical and Health Sciences,,1
"Hospitality, Leisure, Sport & Tourism",Mathematical Sciences,Computer science,1
"Computer Science, Cybernetics",Mathematical Sciences,Sociology,1
Neuroimaging,,Biology,1
"Physics, Applied",Mathematical Sciences,Physics,1
"Engineering, Biomedical",Biological Sciences,Materials science,1
Water Resources,Engineering,,1
"Computer Science, Theory & Methods",Information and Computing Sciences,Sociology,1
"Engineering, Manufacturing",Technology,Computer science,1
Multidisciplinary Sciences,Biological Sciences;Engineering,,1
"Medicine, Research & Experimental",Engineering;Medical and Health Sciences,Biology,1
,Economics;Engineering,Psychology,1
Robotics,,Engineering; Physics,1
Transportation,Technology,Engineering,1
Geriatrics & Gerontology,Biological Sciences,,1
Telecommunications,Biological Sciences,Computer science,1
Food Science & Technology,Biological Sciences,Engineering,1
"Engineering, Marine",,Mathematics,1
"Engineering, Manufacturing",Medical and Health Sciences,,1
,,Geography; Medicine,1
Anthropology,,Chemistry,1
Instruments & Instrumentation,Economics;Information and Computing Sciences,Mathematics,1
"Literature, African, Australian, Canadian",,History,1
Environmental Sciences,Engineering;Information and Computing Sciences;Mathematical Sciences,,1
"Chemistry, Multidisciplinary",Engineering;Physical Sciences;Technology,Mathematics,1
Statistics & Probability,Biological Sciences;Mathematical Sciences,Computer science,1
"Education, Scientific Disciplines",Economics,Engineering,1
Acoustics,Information and Computing Sciences,Psychology,1
Acoustics,Engineering;Information and Computing Sciences;Technology,Computer science,1
Meteorology & Atmospheric Sciences,Information and Computing Sciences,Mathematics,1
"Computer Science, Information Systems",Biological Sciences;Information and Computing Sciences,Biology,1
Acoustics,Information and Computing Sciences;Technology,Computer science,1
Mathematical & Computational Biology,Medical and Health Sciences,Physics,1
Multidisciplinary Sciences,Mathematical Sciences,Chemistry,1
Geochemistry & Geophysics,Mathematical Sciences,Mathematics,1
Water Resources,Earth Sciences,Geology,1
"Chemistry, Analytical",Medical and Health Sciences,Biology,1
Neurosciences,Mathematical Sciences,Mathematics,1
"Computer Science, Software Engineering",Mathematical Sciences,Psychology,1
Environmental Sciences,Economics;Mathematical Sciences,Economics,1
Imaging Science & Photographic Technology,Biological Sciences;Mathematical Sciences,Mathematics,1
Operations Research & Management Science,Information and Computing Sciences;Mathematical Sciences,Engineering,1
"Public, Environmental & Occupational Health",Medical and Health Sciences,Sociology,1
"Physics, Applied",Engineering;Information and Computing Sciences;Physical Sciences,Physics,1
"Chemistry, Medicinal",Biological Sciences;Medical and Health Sciences,Medicine,1
Anthropology,Engineering,Medicine,1
"Computer Science, Theory & Methods",Engineering;Mathematical Sciences;Technology,Computer science,1
Food Science & Technology,Information and Computing Sciences,Materials science,1
"Computer Science, Theory & Methods",Medical and Health Sciences,Physics,1
Tropical Medicine,Biological Sciences,Medicine,1
Acoustics,Information and Computing Sciences,Biology,1
Food Science & Technology,Mathematical Sciences,Computer science,1
Transportation Science & Technology,Economics,Psychology,1
Economics,Information and Computing Sciences,Medicine,1
"Computer Science, Artificial Intelligence",Information and Computing Sciences;Physical Sciences,Mathematics,1
Plant Sciences,Information and Computing Sciences,Computer science,1
Mathematical & Computational Biology,Biological Sciences;Mathematical Sciences,Biology,1
Nanoscience & Nanotechnology,Engineering;Technology,Chemistry,1
Food Science & Technology,Information and Computing Sciences,Computer science,1
Business,Economics,Engineering,1
Archaeology,Engineering,Geography,1
"Engineering, Aerospace",Physical Sciences,Mathematics,1
"Chemistry, Multidisciplinary",Mathematical Sciences,Chemistry,1
"Computer Science, Artificial Intelligence",Biological Sciences;Information and Computing Sciences;Mathematical Sciences,Computer science,1
Anthropology,Mathematical Sciences,Computer science,1
"Education, Scientific Disciplines",Medical and Health Sciences,Computer science,1
"Geography, Physical",Medical and Health Sciences,Geography,1
Health Care Sciences & Services,Information and Computing Sciences,Biology,1
Biochemical Research Methods,Technology,Biology,1
Otorhinolaryngology,,Mathematics,1
"Engineering, Chemical",,Physics,1
Energy & Fuels,Economics;Information and Computing Sciences,Economics,1
"Engineering, Mechanical",Mathematical Sciences;Medical and Health Sciences,Mathematics,1
Genetics & Heredity,Information and Computing Sciences,Computer science,1
Biotechnology & Applied Microbiology,Medical and Health Sciences,Engineering,1
"Engineering, Petroleum",Engineering;Mathematical Sciences,Mathematics,1
Mining & Mineral Processing,Engineering,Environmental science,1
"Engineering, Biomedical",Engineering;Information and Computing Sciences;Medical and Health Sciences,Engineering,1
Peripheral Vascular Disease,Medical and Health Sciences,Computer science,1
Statistics & Probability,Biological Sciences,Environmental science,1
Multidisciplinary Sciences,Engineering;Information and Computing Sciences,Mathematics,1
Ethics,,Biology,1
Toxicology,Medical and Health Sciences,Chemistry,1
Medical Ethics,Information and Computing Sciences,Computer science,1
Electrochemistry,,Engineering,1
Paleontology,Biological Sciences,Biology,1
Anthropology,,Art,1
Environmental Sciences,Engineering,Physics,1
Environmental Sciences,Physical Sciences,Medicine,1
"Engineering, Biomedical",Information and Computing Sciences;Mathematical Sciences,Mathematics,1
Communication,Mathematical Sciences,Sociology,1
"Computer Science, Cybernetics",Mathematical Sciences,Chemistry,1
Anatomy & Morphology,Physical Sciences,Chemistry,1
"Humanities, Multidisciplinary",Biological Sciences,Sociology,1
Transportation,Information and Computing Sciences;Mathematical Sciences,Economics,1
"Mathematics, Interdisciplinary Applications",Earth Sciences;Mathematical Sciences,Mathematics,1
Biophysics,Biological Sciences,Biology,1
Multidisciplinary Sciences,Medical and Health Sciences;Physical Sciences,Biology,1
Biophysics,Medical and Health Sciences,Chemistry,1
Philosophy,Economics,Economics,1
Communication,Medical and Health Sciences,Sociology,1
"Computer Science, Artificial Intelligence",Information and Computing Sciences;Mathematical Sciences,Materials science,1
"Chemistry, Multidisciplinary",Medical and Health Sciences,Medicine,1
Sport Sciences,Engineering,Computer science,1
Acoustics,Biological Sciences,Mathematics,1
Physiology,Biological Sciences,Biology,1
Economics,Economics;Engineering,Computer science,1
Behavioral Sciences,,Chemistry,1
Meteorology & Atmospheric Sciences,Information and Computing Sciences,Geology,1
Psychiatry,Information and Computing Sciences,Psychology,1
Oncology,Technology,Biology,1
Philosophy,Economics,Computer science,1
Communication,Technology,Sociology,1
Food Science & Technology,Engineering,Biology; Physics,1
Biotechnology & Applied Microbiology,Biological Sciences;Technology,Biology,1
Agricultural Engineering,Engineering,Computer science,1
"Psychology, Clinical",Mathematical Sciences,Mathematics,1
Ecology,Economics,Business,1
Ecology,Economics,Computer science,1
"Computer Science, Artificial Intelligence",Engineering;Medical and Health Sciences,Mathematics,1
Toxicology,Medical and Health Sciences,Biology,1
Multidisciplinary Sciences,Economics;Mathematical Sciences,Computer science,1
Urology & Nephrology,Biological Sciences,Biology,1
"Engineering, Environmental",Mathematical Sciences,Chemistry,1
Environmental Studies,Mathematical Sciences,Economics,1
Microscopy,Engineering;Physical Sciences,Medicine,1
"Agriculture, Dairy & Animal Science",Engineering;Physical Sciences,Biology,1
Immunology,Medical and Health Sciences,Psychology,1
Neurosciences,Engineering;Physical Sciences,Materials science,1
"Psychology, Multidisciplinary",Economics,Economics,1
"Dentistry, Oral Surgery & Medicine",Technology,,1
Biology,Physical Sciences,Biology,1
Medical Laboratory Technology,Mathematical Sciences,Medicine,1
Multidisciplinary Sciences,Information and Computing Sciences,Philosophy,1
Language & Linguistics,Medical and Health Sciences,,1
"Physics, Multidisciplinary",Information and Computing Sciences;Technology,Physics,1
"Engineering, Biomedical",Medical and Health Sciences,Physics,1
"Business, Finance",Information and Computing Sciences;Mathematical Sciences,Computer science,1
"Physics, Condensed Matter",Physical Sciences,Physics,1
Economics,Engineering,Environmental science,1
"Humanities, Multidisciplinary",,Materials science,1
"Computer Science, Cybernetics",Medical and Health Sciences,Physics,1
"Computer Science, Interdisciplinary Applications",Physical Sciences,Medicine,1
Transportation,Information and Computing Sciences;Mathematical Sciences,Computer science,1
"Physics, Applied",Technology,Computer science,1
"Physics, Multidisciplinary",Information and Computing Sciences;Technology,,1
Microscopy,Engineering,,1
"Physics, Fluids & Plasmas",,Computer science,1
Genetics & Heredity,Biological Sciences;Medical and Health Sciences,,1
Behavioral Sciences,,Materials science,1
Electrochemistry,Information and Computing Sciences,Computer science,1
Biochemical Research Methods,Economics,Computer science,1
Sociology,Medical and Health Sciences,Psychology,1
Business,Medical and Health Sciences,Psychology,1
"Engineering, Marine",Engineering;Information and Computing Sciences;Technology,Engineering,1
"Engineering, Civil",Engineering;Technology,Engineering,1
,Biological Sciences;Engineering;Technology,Medicine,1
Communication,Mathematical Sciences,Psychology,1
Multidisciplinary Sciences,Engineering,Psychology,1
Political Science,Mathematical Sciences,Economics,1
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Mathematical Sciences,,1
"Engineering, Aerospace",Engineering;Information and Computing Sciences,Geography,1
"Engineering, Multidisciplinary",Engineering;Information and Computing Sciences,Materials science,1
"Psychology, Psychoanalysis",,Sociology,1
Philosophy,Biological Sciences,Philosophy,1
"Geosciences, Multidisciplinary",Medical and Health Sciences,Computer science,1
Automation & Control Systems,Technology,Environmental science,1
"Geosciences, Multidisciplinary",,Biology,1
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,,Psychology,1
"Engineering, Marine",,Environmental science,1
Toxicology,Biological Sciences,,1
Area Studies,,Philosophy,1
Optics,Engineering;Information and Computing Sciences,Geography,1
,Engineering;Physical Sciences;Technology,Chemistry,1
,Biological Sciences;Medical and Health Sciences;Technology,Medicine,1
Veterinary Sciences,Information and Computing Sciences,Computer science,1
Food Science & Technology,,Economics,1
"Education, Scientific Disciplines",Biological Sciences,Engineering,1
"Engineering, Industrial",,Engineering; Mathematics,1
Remote Sensing,Biological Sciences,,1
"Mathematics, Interdisciplinary Applications",Engineering,Psychology,1
"Computer Science, Hardware & Architecture",Earth Sciences,Computer science,1
,Biological Sciences;Economics,Mathematics,1
"Psychology, Experimental",Medical and Health Sciences,Medicine,1
Economics,,Environmental science,1
Religion,Physical Sciences,Sociology,1
Music,,Medicine,1
"Agriculture, Multidisciplinary",Engineering;Information and Computing Sciences,,1
Marine & Freshwater Biology,Medical and Health Sciences,Medicine,1
Automation & Control Systems,Engineering;Technology,,1
"Computer Science, Hardware & Architecture",Engineering;Technology,,1
"Engineering, Electrical & Electronic",Engineering;Medical and Health Sciences;Physical Sciences,Medicine,1
Cell & Tissue Engineering,Biological Sciences;Medical and Health Sciences,,1
"Materials Science, Multidisciplinary",Medical and Health Sciences,Art,1
"Engineering, Manufacturing",,Physics,1
"Engineering, Manufacturing",Engineering;Information and Computing Sciences,Mathematics,1
Otorhinolaryngology,,Computer science,1
"Computer Science, Information Systems",Information and Computing Sciences;Mathematical Sciences;Technology,Psychology,1
Ethnic Studies,Information and Computing Sciences,Computer science,1
"Psychology, Experimental",,Philosophy,1
Cell Biology,Medical and Health Sciences;Physical Sciences,,1
Endocrinology & Metabolism,,Mathematics,1
Crystallography,Information and Computing Sciences,Materials science,1
"Computer Science, Interdisciplinary Applications",Engineering;Information and Computing Sciences;Physical Sciences,Computer science,1
"Engineering, Industrial",Information and Computing Sciences,Sociology,1
Political Science,Information and Computing Sciences,Political science,1
Neuroimaging,Information and Computing Sciences;Mathematical Sciences,Computer science,1
"Dentistry, Oral Surgery & Medicine",,Art,1
Robotics,,Biology; Engineering,1
Mathematics,Medical and Health Sciences,,1
"Computer Science, Hardware & Architecture",,Political science,1
Ethics,Economics,,1
"Agriculture, Dairy & Animal Science",,Environmental science,1
"Physics, Applied",Engineering;Information and Computing Sciences,Geography,1
Health Care Sciences & Services,,Biology,1
"Engineering, Industrial",,Art,1
"Engineering, Multidisciplinary",Information and Computing Sciences;Mathematical Sciences,Materials science,1
"Engineering, Multidisciplinary",Engineering;Information and Computing Sciences;Mathematical Sciences,Computer science,1
"Engineering, Multidisciplinary",Engineering;Information and Computing Sciences;Technology,Computer science,1
Urology & Nephrology,Physical Sciences,,1
"Engineering, Petroleum",,Geology,1
Optics,Economics,Computer science,1
Plant Sciences,Engineering,Biology,1
"Engineering, Civil",Earth Sciences,Economics,1
"Psychology, Social",Information and Computing Sciences,,1
"Engineering, Industrial",Physical Sciences,,1
Anthropology,Engineering,,1
Education & Educational Research,,Physics; Psychology,1
"Computer Science, Software Engineering",Physical Sciences,Mathematics,1
"Engineering, Environmental",Earth Sciences,Environmental science,1
Geochemistry & Geophysics,Earth Sciences;Engineering;Mathematical Sciences,Mathematics,1
"Engineering, Civil",Economics;Information and Computing Sciences,,1
Multidisciplinary Sciences,Biological Sciences;Physical Sciences,Economics,1
"Medicine, Research & Experimental",Medical and Health Sciences;Technology,,1
"Social Sciences, Interdisciplinary",Information and Computing Sciences,Business,1
"Engineering, Biomedical",Engineering;Information and Computing Sciences;Physical Sciences,Engineering,1
"Engineering, Manufacturing",Earth Sciences;Engineering,Materials science,1
"Engineering, Mechanical",Mathematical Sciences,Materials science,1
Biochemical Research Methods,Mathematical Sciences,Psychology,1
Spectroscopy,,Medicine,1
"Chemistry, Physical",Engineering,Computer science,1
"Mathematics, Interdisciplinary Applications",Engineering,Computer science,1
Parasitology,Medical and Health Sciences,Medicine,1
"Computer Science, Artificial Intelligence",Engineering;Information and Computing Sciences;Technology,Engineering,1
"Materials Science, Multidisciplinary",Biological Sciences,Mathematics,1
"Mathematics, Applied",Biological Sciences,Mathematics,1
"Chemistry, Multidisciplinary",Economics,Mathematics,1
"Social Sciences, Interdisciplinary",Engineering;Information and Computing Sciences,Psychology,1
Cultural Studies,Information and Computing Sciences,Mathematics,1
Language & Linguistics,Economics,Psychology,1
"Computer Science, Interdisciplinary Applications",Biological Sciences;Information and Computing Sciences,Engineering,1
Marine & Freshwater Biology,Biological Sciences,Biology,1
"Dentistry, Oral Surgery & Medicine",Engineering;Physical Sciences,Medicine,1
Water Resources,Information and Computing Sciences;Mathematical Sciences,Geology,1
Multidisciplinary Sciences,Earth Sciences;Engineering;Information and Computing Sciences,Medicine,1
"Business, Finance",Information and Computing Sciences,Business,1
"Engineering, Electrical & Electronic",Information and Computing Sciences,Engineering; Psychology,1
"Dentistry, Oral Surgery & Medicine",Engineering,Computer science,1
"Computer Science, Theory & Methods",Engineering,Art,1
"Engineering, Electrical & Electronic",Biological Sciences;Information and Computing Sciences,Environmental science,1
"Chemistry, Multidisciplinary",Information and Computing Sciences;Medical and Health Sciences,Engineering,1
Spectroscopy,Mathematical Sciences,Computer science,1
Energy & Fuels,Economics;Mathematical Sciences,Economics,1
Veterinary Sciences,Information and Computing Sciences,Medicine,1
Oncology,Physical Sciences,Computer science,1
Mathematical & Computational Biology,Information and Computing Sciences;Mathematical Sciences,Engineering,1
Mathematical & Computational Biology,Mathematical Sciences,Medicine,1
Mathematics,Engineering;Information and Computing Sciences,Mathematics,1
Clinical Neurology,,Materials science,1
"Agriculture, Multidisciplinary",Mathematical Sciences,Geography,1
Obstetrics & Gynecology,Medical and Health Sciences,Biology,1
Mycology,,Medicine,1
"Computer Science, Artificial Intelligence",Biological Sciences;Information and Computing Sciences,Environmental science,1
Metallurgy & Metallurgical Engineering,Engineering;Information and Computing Sciences,Mathematics,1
"Geosciences, Multidisciplinary",Engineering;Information and Computing Sciences;Mathematical Sciences,Computer science,1
Area Studies,,Engineering,1
Classics,,Computer science,1
"Mathematics, Interdisciplinary Applications",Information and Computing Sciences,Business,1
"Engineering, Electrical & Electronic",Biological Sciences;Engineering,Computer science,1
"Engineering, Manufacturing",Medical and Health Sciences,Engineering,1
Geography,Engineering,Geology,1
"Computer Science, Information Systems",Mathematical Sciences;Technology,Computer science,1
"Chemistry, Physical",Biological Sciences,Chemistry,1
Meteorology & Atmospheric Sciences,Engineering,Environmental science,1
Ecology,Engineering,Computer science,1
Asian Studies,,Political science,1
Construction & Building Technology,Physical Sciences,Materials science,1
Mechanics,Engineering,Medicine,1
Environmental Sciences,Economics,Engineering,1
Telecommunications,Technology,Engineering,1
"Engineering, Chemical",Engineering,Biology,1
