wos_subject,ds_subject,mag_subject,count
"Computer Science, Artificial Intelligence",Technology,Physics,1
"Computer Science, Artificial Intelligence",Earth Sciences;Information and Computing Sciences,Mathematics,1
Religion,,History,1
Automation & Control Systems,Engineering;Information and Computing Sciences,Materials science,1
,Engineering;Medical and Health Sciences;Physical Sciences,,1
"Engineering, Mechanical",Biological Sciences,,1
Economics,Information and Computing Sciences,,1
Automation & Control Systems,Medical and Health Sciences,Psychology,1
"Computer Science, Software Engineering",Engineering;Information and Computing Sciences,Materials science,1
Automation & Control Systems,Mathematical Sciences;Technology,Computer science,1
Business,Earth Sciences,,1
"Computer Science, Artificial Intelligence",Information and Computing Sciences;Mathematical Sciences,Medicine,1
Thermodynamics,Engineering,Political science,1
Imaging Science & Photographic Technology,Engineering,Computer science,1
Remote Sensing,Engineering;Information and Computing Sciences,Environmental science,1
Orthopedics,,Geography,1
"Psychology, Biological",Information and Computing Sciences;Medical and Health Sciences,Psychology,1
Rehabilitation,Medical and Health Sciences,,1
"Engineering, Mechanical",Economics,Engineering,1
"Materials Science, Multidisciplinary",Biological Sciences;Information and Computing Sciences,Physics,1
Paleontology,Biological Sciences,Biology,1
"Computer Science, Cybernetics",Engineering;Information and Computing Sciences,Computer science,1
Agricultural Economics & Policy,Information and Computing Sciences,Computer science,1
Biophysics,Engineering,Physics,1
"Computer Science, Information Systems",,Geology,1
Operations Research & Management Science,Information and Computing Sciences;Mathematical Sciences,Computer science,1
Operations Research & Management Science,,Materials science,1
"Humanities, Multidisciplinary",Biological Sciences,Biology,1
"Engineering, Biomedical",Engineering;Information and Computing Sciences;Medical and Health Sciences,Engineering,1
Literature,,Philosophy,1
"Computer Science, Software Engineering",Physical Sciences,Computer science,1
"Engineering, Geological",,Environmental science,1
"Engineering, Civil",,Environmental science,1
"Mathematics, Interdisciplinary Applications",Engineering;Mathematical Sciences,Computer science,1
"Humanities, Multidisciplinary",Information and Computing Sciences,Materials science,1
"Engineering, Chemical",Mathematical Sciences,Chemistry,1
Rehabilitation,Engineering,Psychology,1
"Chemistry, Multidisciplinary",Biological Sciences;Physical Sciences,Chemistry,1
"Engineering, Industrial",Biological Sciences,Mathematics,1
"Engineering, Electrical & Electronic",Engineering,Engineering; Physics,1
Transportation,Mathematical Sciences,Psychology,1
Instruments & Instrumentation,Technology,Physics,1
"Computer Science, Theory & Methods",Engineering;Mathematical Sciences,Mathematics,1
"Chemistry, Medicinal",Medical and Health Sciences,Medicine,1
"Computer Science, Interdisciplinary Applications",Engineering;Information and Computing Sciences,Chemistry,1
"Chemistry, Analytical",Physical Sciences,Chemistry,1
"Chemistry, Physical",Mathematical Sciences,Materials science,1
"Geography, Physical",Engineering,Biology,1
Environmental Studies,Information and Computing Sciences;Mathematical Sciences,Geology,1
"Dentistry, Oral Surgery & Medicine",Engineering,Psychology,1
Geochemistry & Geophysics,Earth Sciences,Philosophy,1
Acoustics,Information and Computing Sciences;Physical Sciences,Physics,1
Surgery,Information and Computing Sciences,Medicine,1
Evolutionary Biology,Medical and Health Sciences,Psychology,1
"Engineering, Mechanical",Engineering;Physical Sciences,Materials science,1
Economics,Mathematical Sciences,Chemistry,1
"Mathematics, Applied",Engineering,Physics,1
Transportation,Economics,Computer science,1
Construction & Building Technology,,Geology,1
"Computer Science, Artificial Intelligence",Economics,Engineering,1
"Computer Science, Theory & Methods",Engineering;Physical Sciences,Computer science,1
Public Administration,Economics;Information and Computing Sciences;Mathematical Sciences,Economics,1
"Engineering, Civil",Earth Sciences;Information and Computing Sciences,Geography,1
"Materials Science, Composites",Engineering,Mathematics,1
Instruments & Instrumentation,Engineering;Information and Computing Sciences;Technology,Engineering,1
"Engineering, Environmental",Earth Sciences,Biology,1
Environmental Sciences,Earth Sciences;Engineering;Mathematical Sciences,Environmental science,1
Clinical Neurology,Biological Sciences,Medicine,1
Food Science & Technology,Physical Sciences,Materials science,1
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Engineering; Materials science,1
"Psychology, Social",Information and Computing Sciences,Psychology,1
Acoustics,,Materials science,1
Multidisciplinary Sciences,Mathematical Sciences,Environmental science,1
Sociology,,Psychology,1
Information Science & Library Science,Information and Computing Sciences;Mathematical Sciences,Computer science,1
Food Science & Technology,Information and Computing Sciences,Biology,1
"Chemistry, Multidisciplinary",Biological Sciences;Engineering,Materials science,1
Biodiversity Conservation,,Engineering,1
"Engineering, Industrial",Engineering;Mathematical Sciences,Computer science,1
Multidisciplinary Sciences,Information and Computing Sciences;Mathematical Sciences,Medicine,1
Health Care Sciences & Services,Engineering,Computer science,1
"Engineering, Chemical",Engineering;Mathematical Sciences,Geology,1
"Dentistry, Oral Surgery & Medicine",Biological Sciences,Biology,1
Mathematical & Computational Biology,Biological Sciences,Medicine,1
"Public, Environmental & Occupational Health",Economics,Sociology,1
Cell Biology,Biological Sciences;Technology,Biology,1
"Engineering, Electrical & Electronic",Engineering;Physical Sciences;Technology,Chemistry,1
"Psychology, Biological",Medical and Health Sciences,Computer science,1
"Engineering, Multidisciplinary",Engineering,Biology,1
"Materials Science, Composites",Engineering,Engineering,1
"Engineering, Multidisciplinary",Engineering,Environmental science,1
Cardiac & Cardiovascular Systems,Medical and Health Sciences,Medicine,1
Critical Care Medicine,Medical and Health Sciences,Psychology,1
Anatomy & Morphology,Information and Computing Sciences,Biology,1
Biology,Physical Sciences,Physics,1
Mycology,Biological Sciences,Computer science,1
Business,Mathematical Sciences,Economics,1
Biology,,Physics,1
Economics,Mathematical Sciences,Engineering,1
Nanoscience & Nanotechnology,Technology,Physics,1
"Materials Science, Multidisciplinary",Technology,Materials science,1
Management,Engineering,Mathematics,1
"Chemistry, Physical",Information and Computing Sciences,,1
Multidisciplinary Sciences,Medical and Health Sciences;Physical Sciences,Biology,1
Multidisciplinary Sciences,Information and Computing Sciences;Physical Sciences;Technology,Materials science,1
Nanoscience & Nanotechnology,Mathematical Sciences,Physics,1
Acoustics,Physical Sciences,,1
"Engineering, Biomedical",Information and Computing Sciences,Chemistry,1
Nanoscience & Nanotechnology,Engineering,Engineering,1
"Engineering, Biomedical",Mathematical Sciences,Mathematics,1
"Engineering, Multidisciplinary",Economics,Materials science,1
,Information and Computing Sciences;Mathematical Sciences;Technology,Materials science,1
"Physics, Multidisciplinary",Information and Computing Sciences,Medicine,1
"Engineering, Electrical & Electronic",Mathematical Sciences,Business,1
Information Science & Library Science,,Business,1
"Computer Science, Information Systems",Engineering,Economics,1
,Information and Computing Sciences,Biology; Physics,1
Biophysics,Information and Computing Sciences,Medicine,1
Optics,Medical and Health Sciences,Physics,1
Education & Educational Research,Engineering,Engineering,1
"Materials Science, Biomaterials",Engineering,Computer science,1
Medical Informatics,Engineering,Materials science,1
Social Work,,Economics,1
"Computer Science, Theory & Methods",Information and Computing Sciences,Sociology,1
Statistics & Probability,Information and Computing Sciences;Mathematical Sciences,,1
,Biological Sciences;Information and Computing Sciences,Physics,1
Instruments & Instrumentation,Biological Sciences,,1
Astronomy & Astrophysics,Physical Sciences,Chemistry,1
Multidisciplinary Sciences,Economics,Geography,1
Green & Sustainable Science & Technology,Information and Computing Sciences;Mathematical Sciences;Technology,,1
"Mathematics, Interdisciplinary Applications",Economics;Mathematical Sciences,,1
Political Science,Economics,,1
"Computer Science, Artificial Intelligence",Engineering;Information and Computing Sciences;Physical Sciences;Technology,Computer science,1
Sociology,,Mathematics,1
Instruments & Instrumentation,Engineering;Physical Sciences,,1
"Materials Science, Ceramics",Engineering;Physical Sciences,Materials science,1
International Relations,Information and Computing Sciences,Sociology,1
Acoustics,Information and Computing Sciences,Materials science,1
Robotics,Engineering;Information and Computing Sciences;Physical Sciences,Computer science,1
"Computer Science, Theory & Methods",Information and Computing Sciences,Psychology,1
Geochemistry & Geophysics,Mathematical Sciences,Mathematics,1
Green & Sustainable Science & Technology,Mathematical Sciences,Computer science,1
"Engineering, Biomedical",Biological Sciences;Information and Computing Sciences,Biology,1
"Engineering, Industrial",,Materials science,1
Meteorology & Atmospheric Sciences,,Medicine,1
"Radiology, Nuclear Medicine & Medical Imaging",Engineering;Information and Computing Sciences;Physical Sciences,Computer science,1
"Computer Science, Information Systems",,Economics,1
"Computer Science, Information Systems",Biological Sciences,Environmental science,1
,Economics;Information and Computing Sciences,Engineering,1
"Psychology, Educational",Mathematical Sciences,Engineering,1
Acoustics,Engineering;Information and Computing Sciences,Geography,1
Geochemistry & Geophysics,,Physics,1
"Chemistry, Multidisciplinary",Engineering;Information and Computing Sciences;Mathematical Sciences,Engineering,1
"Engineering, Marine",Engineering,Engineering; Physics,1
"Business, Finance",,Political science,1
Microbiology,,Mathematics,1
Construction & Building Technology,Mathematical Sciences,,1
"Engineering, Multidisciplinary",Engineering,Chemistry,1
"Social Sciences, Mathematical Methods",,Engineering,1
"Education, Special",,Engineering,1
Multidisciplinary Sciences,Physical Sciences,Geology,1
"Engineering, Marine",Technology,Mathematics,1
Agricultural Engineering,,Materials science,1
Automation & Control Systems,Biological Sciences;Information and Computing Sciences,Computer science,1
"Materials Science, Characterization & Testing",Engineering;Information and Computing Sciences,,1
Multidisciplinary Sciences,Biological Sciences;Mathematical Sciences,,1
"Engineering, Industrial",Engineering,Environmental science,1
"Materials Science, Biomaterials",Information and Computing Sciences,Chemistry,1
Business,Mathematical Sciences,Geography,1
Economics,Economics,Political science,1
,Engineering,Materials science; Mathematics,1
"Computer Science, Interdisciplinary Applications",Earth Sciences,Environmental science,1
"Agriculture, Multidisciplinary",Engineering,Geography,1
"Engineering, Chemical",Engineering;Information and Computing Sciences;Mathematical Sciences,,1
"Mathematics, Applied",Information and Computing Sciences,Environmental science,1
Mathematical & Computational Biology,Biological Sciences;Medical and Health Sciences,Biology,1
Energy & Fuels,Engineering;Physical Sciences,,1
Geography,,Environmental science,1
"Physics, Fluids & Plasmas",Engineering;Information and Computing Sciences,Materials science,1
"Engineering, Aerospace",Technology,Engineering,1
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Information and Computing Sciences,,1
Acoustics,Information and Computing Sciences;Technology,Computer science,1
Imaging Science & Photographic Technology,,Materials science,1
Nutrition & Dietetics,Engineering,,1
Criminology & Penology,Information and Computing Sciences,Computer science,1
Literary Theory & Criticism,,Computer science,1
"Materials Science, Biomaterials",Biological Sciences;Engineering,,1
"Computer Science, Hardware & Architecture",Information and Computing Sciences,Medicine,1
Biotechnology & Applied Microbiology,Biological Sciences,Mathematics,1
"Medicine, Research & Experimental",Information and Computing Sciences,Medicine,1
Agricultural Engineering,,Physics,1
"Chemistry, Analytical",Engineering,Biology,1
"Chemistry, Physical",Economics,Chemistry,1
Metallurgy & Metallurgical Engineering,Earth Sciences,Mathematics,1
"Chemistry, Analytical",,Environmental science,1
"Agriculture, Multidisciplinary",Earth Sciences,Geology,1
"Business, Finance",Information and Computing Sciences,Business,1
"Engineering, Environmental",Information and Computing Sciences,Geology,1
Agronomy,Information and Computing Sciences,Chemistry,1
"Education, Scientific Disciplines",,Biology,1
Oncology,Physical Sciences,Computer science,1
Nanoscience & Nanotechnology,Biological Sciences,Engineering,1
Acoustics,Engineering;Mathematical Sciences,Computer science,1
Literature,,Sociology,1
"Computer Science, Information Systems",Engineering,Environmental science,1
Energy & Fuels,Earth Sciences,Mathematics,1
"Engineering, Multidisciplinary",Technology,Mathematics,1
"Engineering, Aerospace",Earth Sciences,Computer science,1
"Physics, Multidisciplinary",Biological Sciences,Physics,1
Otorhinolaryngology,Information and Computing Sciences,Mathematics,1
Thermodynamics,Engineering;Physical Sciences,Materials science,1
Parasitology,,Medicine,1
Environmental Studies,Information and Computing Sciences,Engineering,1
Medical Informatics,Medical and Health Sciences,Mathematics,1
Multidisciplinary Sciences,Engineering,Engineering,1
"Psychology, Biological",Medical and Health Sciences,Medicine,1
"Public, Environmental & Occupational Health",,Chemistry,1
Ophthalmology,Engineering,Medicine,1
"Social Sciences, Interdisciplinary",Mathematical Sciences,Sociology,1
Biology,,Biology; Medicine; Physics,1
"Engineering, Environmental",Engineering;Mathematical Sciences,Environmental science,1
"Humanities, Multidisciplinary",Engineering,Materials science,1
"Engineering, Chemical",Physical Sciences,Chemistry,1
Neuroimaging,Medical and Health Sciences,Geography,1
"Computer Science, Interdisciplinary Applications",Engineering;Mathematical Sciences,Engineering,1
"Mathematics, Interdisciplinary Applications",Mathematical Sciences,Sociology,1
"Medicine, Legal",,Psychology,1
Anatomy & Morphology,Biological Sciences;Engineering;Physical Sciences,Chemistry,1
"Chemistry, Analytical",,Mathematics,1
Quantum Science & Technology,Mathematical Sciences,Physics,1
"Engineering, Chemical",Engineering,Geology,1
"Chemistry, Applied",Physical Sciences,Engineering,1
Neuroimaging,,Biology,1
Social Work,,Medicine,1
Instruments & Instrumentation,Information and Computing Sciences,Medicine,1
Pediatrics,,Computer science,1
Biology,Biological Sciences,Chemistry,1
Nanoscience & Nanotechnology,Engineering;Information and Computing Sciences,Materials science,1
Multidisciplinary Sciences,Biological Sciences;Mathematical Sciences,Computer science,1
Automation & Control Systems,Engineering;Information and Computing Sciences;Physical Sciences,Computer science,1
Ecology,Earth Sciences,Biology,1
"Geography, Physical",,Economics,1
"Psychology, Educational",,Computer science,1
"Engineering, Chemical",Information and Computing Sciences,Mathematics,1
Agronomy,,Environmental science,1
"Chemistry, Medicinal",Biological Sciences,Computer science,1
Oncology,Information and Computing Sciences,Biology,1
Forestry,Information and Computing Sciences;Mathematical Sciences,Computer science,1
"Social Sciences, Mathematical Methods",,Geography,1
Water Resources,Information and Computing Sciences,Mathematics,1
"Engineering, Biomedical",Engineering;Technology,Biology,1
Biochemical Research Methods,Physical Sciences;Technology,Biology,1
Food Science & Technology,Information and Computing Sciences,Engineering,1
"Chemistry, Analytical",Engineering,Environmental science,1
Geochemistry & Geophysics,,Chemistry,1
Neuroimaging,Engineering,Medicine,1
Business,Economics;Information and Computing Sciences,Computer science,1
Multidisciplinary Sciences,Engineering;Medical and Health Sciences,Biology,1
Reproductive Biology,,Medicine,1
"Engineering, Mechanical",Mathematical Sciences,Physics,1
Ecology,Mathematical Sciences,Computer science,1
"Engineering, Civil",Biological Sciences,Geology,1
Nanoscience & Nanotechnology,Physical Sciences;Technology,Materials science,1
,Information and Computing Sciences;Technology,Business,1
,Medical and Health Sciences,Economics,1
,Information and Computing Sciences;Mathematical Sciences;Medical and Health Sciences,Computer science,1
Telecommunications,Technology,Engineering,1
"Computer Science, Theory & Methods",Biological Sciences,Mathematics,1
,Information and Computing Sciences,Engineering; Physics,1
"Engineering, Mechanical",Physical Sciences,Computer science,1
History & Philosophy Of Science,,Biology,1
Ecology,,Political science,1
Acoustics,Engineering,Biology,1
"Chemistry, Multidisciplinary",Mathematical Sciences,Biology,1
Cell & Tissue Engineering,Biological Sciences;Medical and Health Sciences,,1
Telecommunications,Mathematical Sciences;Technology,Computer science,1
Green & Sustainable Science & Technology,Engineering;Information and Computing Sciences,Computer science,1
"Agriculture, Dairy & Animal Science",,Business,1
"Computer Science, Software Engineering",Engineering,,1
Neuroimaging,Medical and Health Sciences,,1
"Engineering, Biomedical",Information and Computing Sciences;Mathematical Sciences,Computer science,1
Imaging Science & Photographic Technology,Engineering,,1
Cell Biology,Biological Sciences;Engineering,Biology,1
"Engineering, Ocean",Earth Sciences;Engineering,Mathematics,1
Energy & Fuels,Technology,Computer science,1
Neurosciences,Engineering,,1
"Engineering, Marine",Mathematical Sciences,,1
Statistics & Probability,Information and Computing Sciences,Engineering,1
Instruments & Instrumentation,Mathematical Sciences,Engineering,1
Genetics & Heredity,Medical and Health Sciences,,1
"Agriculture, Multidisciplinary",Engineering,Computer science,1
Electrochemistry,Engineering,Materials science,1
Energy & Fuels,Information and Computing Sciences;Technology,Engineering,1
Agronomy,Engineering,,1
"Computer Science, Theory & Methods",Biological Sciences;Information and Computing Sciences,Computer science,1
Agricultural Engineering,Information and Computing Sciences,Mathematics,1
Ecology,Information and Computing Sciences,Engineering,1
"Medicine, General & Internal",Mathematical Sciences,,1
Automation & Control Systems,Engineering;Technology,Computer science,1
"Materials Science, Composites",Biological Sciences;Information and Computing Sciences,Mathematics,1
Astronomy & Astrophysics,Economics,Physics,1
"Engineering, Petroleum",Mathematical Sciences,,1
Ecology,Engineering,Geography,1
,Economics,Chemistry,1
"Mathematics, Applied",Physical Sciences,,1
Information Science & Library Science,Engineering,Environmental science,1
"Geosciences, Multidisciplinary",,Psychology,1
Automation & Control Systems,Information and Computing Sciences;Physical Sciences,Engineering,1
Nuclear Science & Technology,,Mathematics,1
Neuroimaging,Engineering,Computer science,1
Anthropology,,Engineering,1
Biology,Medical and Health Sciences,,1
Environmental Sciences,Information and Computing Sciences,Business,1
Linguistics,Mathematical Sciences,Computer science,1
,Mathematical Sciences,History,1
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Economics,Engineering,1
Optics,Engineering,Engineering,1
"Physics, Multidisciplinary",Earth Sciences,Geography,1
Pharmacology & Pharmacy,Information and Computing Sciences;Physical Sciences,,1
Business,Information and Computing Sciences,Geography,1
"Physics, Mathematical",,Materials science,1
Operations Research & Management Science,Engineering,Computer science,1
"Mathematics, Applied",Medical and Health Sciences,,1
Mechanics,Information and Computing Sciences,Engineering,1
"Agriculture, Dairy & Animal Science",,Engineering,1
"Chemistry, Organic",Mathematical Sciences,Chemistry,1
"Medicine, General & Internal",Physical Sciences,Medicine,1
Energy & Fuels,Biological Sciences;Technology,Geography,1
Biochemical Research Methods,Technology,Chemistry,1
Entomology,Mathematical Sciences,Biology,1
Automation & Control Systems,Information and Computing Sciences;Technology,,1
"Computer Science, Artificial Intelligence",Biological Sciences;Medical and Health Sciences;Physical Sciences,Computer science,1
,Biological Sciences,Sociology,1
"Chemistry, Multidisciplinary",Economics,Materials science,1
Public Administration,,Engineering,1
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Political science,1
Automation & Control Systems,Biological Sciences;Information and Computing Sciences,Engineering,1
"Radiology, Nuclear Medicine & Medical Imaging",Engineering;Information and Computing Sciences,Computer science,1
Anthropology,Biological Sciences,,1
Business,Economics;Mathematical Sciences,Computer science,1
"Mathematics, Interdisciplinary Applications",Engineering,Physics,1
Water Resources,Biological Sciences,Geology,1
"Engineering, Biomedical",Economics,Mathematics,1
Nuclear Science & Technology,Mathematical Sciences,Engineering,1
"Engineering, Multidisciplinary",Medical and Health Sciences,Mathematics,1
History Of Social Sciences,,Sociology,1
Geology,Information and Computing Sciences,Geography,1
Health Policy & Services,,Sociology,1
"Education, Scientific Disciplines",Engineering,Computer science,1
Evolutionary Biology,Medical and Health Sciences,Computer science,1
Art,Physical Sciences,Art,1
"Chemistry, Applied",Biological Sciences,Biology,1
"Computer Science, Theory & Methods",Mathematical Sciences,Political science,1
"Materials Science, Multidisciplinary",Mathematical Sciences,Computer science,1
Marine & Freshwater Biology,Engineering,Geology,1
"Computer Science, Hardware & Architecture",,Economics,1
,Earth Sciences,Materials science,1
"Computer Science, Information Systems",Economics,,1
Multidisciplinary Sciences,Engineering;Information and Computing Sciences,Chemistry,1
Pathology,Mathematical Sciences,Medicine,1
"Education, Scientific Disciplines",Mathematical Sciences,Psychology,1
Telecommunications,Engineering,Geology,1
"Geography, Physical",,Biology,1
Mathematics,Engineering,Mathematics,1
Mining & Mineral Processing,,Computer science,1
Limnology,Biological Sciences,,1
Agronomy,Medical and Health Sciences,Biology,1
"Humanities, Multidisciplinary",Information and Computing Sciences,Art,1
"Radiology, Nuclear Medicine & Medical Imaging",,Materials science,1
"Materials Science, Paper & Wood",Engineering,Chemistry,1
"Computer Science, Theory & Methods",Earth Sciences;Information and Computing Sciences,Engineering,1
Environmental Studies,,Chemistry,1
Rheumatology,Medical and Health Sciences,Medicine,1
"Engineering, Electrical & Electronic",Information and Computing Sciences;Physical Sciences,Engineering,1
Pediatrics,Medical and Health Sciences,Biology,1
Biology,Biological Sciences;Mathematical Sciences,Biology,1
Toxicology,Medical and Health Sciences,Materials science,1
Automation & Control Systems,Information and Computing Sciences;Mathematical Sciences;Technology,Engineering,1
Anatomy & Morphology,Biological Sciences;Engineering;Physical Sciences,Medicine,1
Environmental Studies,Economics,Computer science,1
Family Studies,Economics,Medicine,1
Ecology,Information and Computing Sciences,Biology,1
Cell Biology,Biological Sciences,Chemistry,1
"Psychology, Biological",Information and Computing Sciences,Biology,1
Cardiac & Cardiovascular Systems,Engineering,Materials science,1
"Geosciences, Multidisciplinary",Engineering,Mathematics,1
Biochemistry & Molecular Biology,Biological Sciences;Engineering,Biology,1
Nanoscience & Nanotechnology,Technology,Chemistry,1
Transportation,Economics;Mathematical Sciences,Engineering,1
Acoustics,Mathematical Sciences;Physical Sciences,Mathematics,1
Telecommunications,Technology,Mathematics,1
"Medicine, Legal",Information and Computing Sciences,Chemistry,1
Psychiatry,Biological Sciences;Medical and Health Sciences,Medicine,1
"Chemistry, Multidisciplinary",Technology,Engineering,1
Ecology,Economics,Biology,1
Neurosciences,Engineering,Psychology,1
Anatomy & Morphology,Engineering;Physical Sciences,Biology,1
"Computer Science, Cybernetics",Information and Computing Sciences;Physical Sciences,Computer science,1
Acoustics,Engineering;Physical Sciences,Computer science,1
"Engineering, Biomedical",Engineering;Information and Computing Sciences,Mathematics,1
"Business, Finance",Economics;Information and Computing Sciences,Mathematics,1
Social Issues,,Biology; Sociology,1
"Public, Environmental & Occupational Health",Information and Computing Sciences,Medicine,1
"Materials Science, Multidisciplinary",Physical Sciences,Engineering,1
Health Care Sciences & Services,Economics,Economics,1
Dermatology,Biological Sciences,Biology,1
Construction & Building Technology,,Medicine,1
Industrial Relations & Labor,,Psychology,1
Food Science & Technology,Biological Sciences;Engineering;Technology,Biology,1
Environmental Sciences,Earth Sciences;Engineering,Mathematics,1
Water Resources,Earth Sciences;Engineering,Geology,1
Multidisciplinary Sciences,Earth Sciences,Biology,1
Multidisciplinary Sciences,,Biology; Mathematics,1
Multidisciplinary Sciences,Information and Computing Sciences;Technology,Biology,1
"Education, Scientific Disciplines",,Mathematics,1
,Information and Computing Sciences;Physical Sciences,Chemistry,1
"Computer Science, Interdisciplinary Applications",,Art,1
"Computer Science, Interdisciplinary Applications",Biological Sciences,,1
"Computer Science, Interdisciplinary Applications",,Political science,1
"Literature, British Isles",,History,1
"Computer Science, Software Engineering",Information and Computing Sciences,Political science,1
Food Science & Technology,Information and Computing Sciences;Physical Sciences,,1
Remote Sensing,Information and Computing Sciences,Geology,1
"Radiology, Nuclear Medicine & Medical Imaging",Information and Computing Sciences;Medical and Health Sciences,,1
Multidisciplinary Sciences,Engineering;Information and Computing Sciences;Technology,Mathematics,1
Instruments & Instrumentation,Engineering;Information and Computing Sciences,,1
Instruments & Instrumentation,Engineering;Physical Sciences,Engineering,1
Hematology,Medical and Health Sciences,,1
Environmental Sciences,Information and Computing Sciences,Materials science,1
Marine & Freshwater Biology,Engineering,Biology,1
Multidisciplinary Sciences,Engineering;Information and Computing Sciences,Materials science,1
Transportation Science & Technology,Mathematical Sciences,,1
Economics,Economics;Information and Computing Sciences,,1
Forestry,Technology,Biology,1
"Physics, Multidisciplinary",Technology,,1
"Engineering, Marine",Information and Computing Sciences,Business,1
Thermodynamics,,Computer science,1
"Engineering, Multidisciplinary",Biological Sciences,,1
Remote Sensing,Engineering;Technology,Computer science,1
"Computer Science, Information Systems",Information and Computing Sciences,Physics,1
"Engineering, Biomedical",Information and Computing Sciences,Biology,1
"Engineering, Aerospace",Mathematical Sciences,Physics,1
"Engineering, Geological",,Engineering,1
Optics,Engineering;Physical Sciences;Technology,,1
"Social Sciences, Interdisciplinary",Technology,Business,1
Economics,Economics,Engineering,1
,,Chemistry; Computer science; Physics,1
"Engineering, Biomedical",Engineering;Information and Computing Sciences;Medical and Health Sciences;Technology,,1
"Mathematics, Applied",,Economics,1
"Agriculture, Dairy & Animal Science",Information and Computing Sciences,,1
,Information and Computing Sciences;Mathematical Sciences,Business,1
"Engineering, Electrical & Electronic",Economics,Geography,1
Management,,Political science,1
"Physics, Condensed Matter",Engineering,Chemistry,1
Geochemistry & Geophysics,,Philosophy,1
"Physics, Multidisciplinary",Biological Sciences,,1
,,Physics; Sociology,1
Linguistics,,Geography,1
Critical Care Medicine,Medical and Health Sciences,,1
"Psychology, Clinical",Economics,Computer science,1
Paleontology,,,1
Biodiversity Conservation,Information and Computing Sciences,Biology,1
"Business, Finance",Economics,,1
Critical Care Medicine,Information and Computing Sciences,,1
Fisheries,Mathematical Sciences,,1
"Mathematics, Applied",,Mathematics; Medicine,1
Operations Research & Management Science,Engineering,Environmental science,1
,Engineering;Medical and Health Sciences;Physical Sciences,Materials science,1
Agricultural Economics & Policy,Information and Computing Sciences,Materials science,1
"Chemistry, Multidisciplinary",Engineering;Physical Sciences;Technology,Chemistry,1
Automation & Control Systems,Engineering;Physical Sciences,Materials science,1
"Physics, Nuclear",Mathematical Sciences,Physics,1
History & Philosophy Of Science,Information and Computing Sciences,,1
"Medicine, Research & Experimental",Biological Sciences,Engineering,1
"Computer Science, Information Systems",Medical and Health Sciences,Medicine,1
"Physics, Condensed Matter",Engineering,Physics,1
Mining & Mineral Processing,,Chemistry,1
Crystallography,Mathematical Sciences;Physical Sciences,,1
"Engineering, Marine",Information and Computing Sciences,Mathematics,1
Electrochemistry,Information and Computing Sciences,Engineering,1
Transportation,Engineering,Business,1
Substance Abuse,Medical and Health Sciences,,1
"Computer Science, Theory & Methods",Mathematical Sciences,Engineering; Physics,1
"Business, Finance",Economics,Business,1
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Information and Computing Sciences;Mathematical Sciences,,1
"Chemistry, Medicinal",Engineering,Mathematics,1
Neurosciences,Engineering;Medical and Health Sciences,Materials science,1
"Engineering, Biomedical",Technology,Chemistry,1
Green & Sustainable Science & Technology,Economics,Economics,1
Transportation Science & Technology,,Psychology,1
Automation & Control Systems,Information and Computing Sciences,Biology,1
"Education, Scientific Disciplines",Information and Computing Sciences,Physics,1
Theater,,,1
"Engineering, Chemical",,Environmental science,1
Clinical Neurology,Biological Sciences;Medical and Health Sciences,Biology,1
"Computer Science, Interdisciplinary Applications",Economics;Mathematical Sciences,,1
"Computer Science, Cybernetics",Engineering,Materials science,1
"Medicine, Research & Experimental",Engineering,Biology,1
"Psychology, Experimental",Engineering,Computer science,1
"Engineering, Civil",Information and Computing Sciences,Chemistry,1
"Computer Science, Software Engineering",Economics,Mathematics,1
Construction & Building Technology,Mathematical Sciences,Mathematics,1
Multidisciplinary Sciences,,History,1
"Radiology, Nuclear Medicine & Medical Imaging",Mathematical Sciences,Medicine,1
"Engineering, Geological",Earth Sciences,Geography,1
,Information and Computing Sciences;Technology,Geography,1
"Computer Science, Theory & Methods",,Economics,1
"Engineering, Electrical & Electronic",Medical and Health Sciences,Materials science,1
Business,Earth Sciences,Engineering,1
"Engineering, Biomedical",Information and Computing Sciences;Mathematical Sciences,Engineering,1
Surgery,,Computer science,1
Cell & Tissue Engineering,Engineering,,1
Economics,Economics;Information and Computing Sciences,Economics,1
Genetics & Heredity,Biological Sciences;Information and Computing Sciences;Mathematical Sciences,Biology,1
"Computer Science, Hardware & Architecture",Information and Computing Sciences;Physical Sciences,Computer science,1
Imaging Science & Photographic Technology,Mathematical Sciences,Computer science,1
Acoustics,Biological Sciences,Physics,1
"Engineering, Aerospace",Information and Computing Sciences;Mathematical Sciences,Mathematics,1
"Engineering, Electrical & Electronic",Engineering;Physical Sciences,Psychology,1
"Education, Scientific Disciplines",Engineering;Information and Computing Sciences,Engineering,1
"Engineering, Biomedical",Biological Sciences;Mathematical Sciences,Computer science,1
"Chemistry, Applied",Information and Computing Sciences,Computer science,1
Genetics & Heredity,Physical Sciences,Biology,1
"Engineering, Chemical",,Materials science,1
"Mathematics, Applied",Mathematical Sciences;Medical and Health Sciences,Computer science,1
